id,text
2,すがすがしいほどの洋画愛がここに
2,自己の理想への挑戦
2,誰も見たことのない洋画家、出現
2,関西美術の中心で洋画愛を叫ぶ
5,埋もれた絵画、光をあびるとき
5,本当に美しい絵とは
5,光と影の重奏。
5,幻の画家、長谷眞次郎
5,戦中、激動の時代からのメッセージ
5,優しさあふれる青の画家
5,戦中の愛、今あふれ出す
5,阪神間モダニズムから具体美術への架け橋
5,ほっと一息、つきません?
5,なくした記憶、ふとよみがえる。
5,画家の成長の、物語
5,あなたを待つ、あふれる愛。
5,画家の見つめる先に、あなたはいる。
5,自然と愛が、あふれだす。
5,崩壊、再生の物語
5,心に響く、愛のものがたり
5,闇に浮かぶ、一筋の光
5,具体美術の先駆者
5,思い出す、大切な記憶
5,戦中の喜び、美しさ
2,あなたの知らない世界がある。
2,長谷眞次郎をご存知ですか?
2,「初めてのもの」を見るのって素敵!
2,繊細な色使いがあなたを魅了します。
2,みんなは”知らない”長谷眞次郎の絵が見れる!
2,不世出の天才「長谷眞次郎」!!!
2,抽象と具体のはざまで揺れる作家の変遷を見よ。
2,具象から抽象、キュビズムまで・・・様々なものが見れる!
2,タッチの違いを見てください、絵を見る姿勢が変わります。
2,色使いってこんなに奥が深いんですよ。
2,10枚しかありません、一つ一つじっくり見てください。
2,一人の作家の生涯を見よ!
2,この絵のどこが好き?
2,「いいな」と思ったそこのあなた、もう一度言わせて見せます。
2,見なきゃ損!感じてください。
2,明暗の素晴らしさを感じてください。
2,10人の女性があなたをお待ちしております。
2,女性像の美しさのあなたもきっと気が付く
2,10枚しかない、でも十分。(絵画は全部で10枚です)
2,絵なんてわからない?見てから言えよ。
6,幻の洋画家 長谷眞次郎の世界
6,ようこそ阪神間モダニズムの世界へ
6,あなたの知らない洋画の世界
6,彼女は何を見つめているのでしょう
6,まだ誰も見たことがない長谷眞次郎の世界
6,そのとき彼は何を感じていたのでしょう
6,チャンスは何度も巡ってきてくれません
6,価値観を大きく変えるような絵と出会ってみませんか
6,長谷眞次郎とともにあの頃を振り返る
6,時空を超えた絵画の世界へようこそ
6,幻の画家 長谷眞次郎の一生がここに詰まっています
6,個性的な絵画たちがあなたを待っていますよ
6,長谷眞次郎が遺した絵画たち... やっとお披露目です
6,幻の洋画家 長谷眞次郎絵画たちはどれほど今日の日を楽しみにしていたことでしょう
6,だれもまだ知らないあなただけのお気に入りを見つけてみませんか
6,あなたは今までにこんな絵を見たことがありますか
6,絵を見るにはあなたが出向くしかありません
6,だれよりも自ら書いた絵を愛した男 長谷眞次郎
6,彼はひたすら自らの芸術を問い続けた
6,絵画には画家の命が込められています
3,未知との遭遇
3,戦前から戦後へ
3,具体から抽象へ
3,時の流れ・絵の変化
3,昭和の記憶
3,激動の昭和・絵の変遷
3,視線の先にある時代は
3,忘れられた名画
3,関西の隠れた名画
3,絵に潜むミステリー
3,三者三様の解釈の許された絵画
3,絵から何を感じるか
3,抽象さを持つ強さ
3,背景との同化
3,秘めたるメッセージ
3,おわりなき道
3,長谷眞次郎の絵を見よ
3,長谷眞次郎・不滅の意志
3,明日へ続く大いなる謎
3,描かれた道を熱い心に刻め
6,あなたを変えるのは、あなたの知らないもの。
6,未知の絵が、あなたに感動を。
6,彼女は、何者か?
6,その眼差しの先には。
6,「彼女」に込められたもの。
6,あなたの、まだ見ぬ絵画の世界へ
6,日本の近代絵画の新たな世界へ
6,長谷眞次郎・・・知られざる日本の画家。
6,新しい美に触れよう。
6,その眼差しの持つ力。
6,モダニズムからの、脱却。日本絵画の新時代へ。
6,その絵に込められた、愛情。
6,日本絵画に、革新をもたらした男。
6,愛情の深さ故に、知られざる男。
6,モダニズムと具体の境目で揺れ動いた画家。
6,あなたの知らない日本の近代絵画。
6,長谷眞次郎の残した「美」とは?
6,愛情に覆い尽くされた、画家としての名声。
6,未だ知られざる、日本絵画の歴史。
6,彼女「達」の瞳。
