time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-04-17T15:49:59.990Z,20.1605,120.3487,10,4.8,mb,,52,2.596,1.17,us,usb000pp0f,2014-05-15T21:32:43.720Z,"160km W of Sabtang, Philippines",earthquake
2014-04-17T15:47:02.370Z,20.2667,120.2679,12.08,5.2,mb,,26,2.648,0.99,us,usb000pnzv,2014-05-15T21:18:40.715Z,"167km W of Sabtang, Philippines",earthquake
2014-04-17T15:11:01.480Z,-62.8205,155.7225,11.45,5.2,mb,,47,8.514,0.85,us,usb000pnwe,2014-05-15T20:53:43.731Z,"Balleny Islands region",earthquake
2014-04-17T15:06:51.490Z,-62.8705,155.7431,20.56,6.2,mww,,35,8.561,1.04,us,usb000pnw2,2014-05-15T20:11:15.051Z,"Balleny Islands region",earthquake
2014-04-17T14:44:01.160Z,37.4629,142.2009,30.74,5.2,mb,,135,3.325,0.77,us,usb000pnul,2014-04-18T22:50:27.714Z,"106km E of Namie, Japan",earthquake
2014-04-17T13:20:20.120Z,-22.5927,-69.023,94.04,4.6,mb,,49,0.105,1.15,us,usb000pnsu,2014-04-18T22:52:13.904Z,"16km SSW of Calama, Chile",earthquake
2014-04-17T13:10:06.180Z,-55.0729,-129.4973,16.36,5.5,mb,,36,32.433,1.08,us,usb000ppk1,2014-04-18T21:54:09.078Z,"Pacific-Antarctic Ridge",earthquake
2014-04-17T13:03:03.620Z,-7.8481,117.4736,272.88,5,mb,,54,3.345,0.98,us,usb000pnsd,2014-04-18T22:51:21.218Z,"45km NW of Labuhankananga, Indonesia",earthquake
2014-04-17T07:31:10.420Z,-19.9019,-70.8982,18.8,4.8,mb,,95,0.79,0.73,us,usb000pnjn,2014-04-18T22:51:55.731Z,"86km WNW of Iquique, Chile",earthquake
2014-04-17T07:28:43.480Z,-11.5349,162.497,34.62,5,mb,,47,3.259,0.97,us,usb000pnjr,2014-04-18T22:50:45.987Z,"135km SSE of Kirakira, Solomon Islands",earthquake
